City,County,Code,Site,Waste Type,Waste Sub-Type,Description,Category,Label,Volume in mt,Increase,BQ,Radionuclides
ARRAS,Pas-de-Calais,62041,SPACE ARTOIS HEALTH ARRAS - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"4,451",,-,"18F,67Ga,111In,123I,201Tl,99mTc"
BOULOGNE-SUR-MER,Pas-de-Calais,62160,BOULOGNE-SUR-MER HOSPITAL CENTER - DOCTOR DUCHENNE HOSPITAL - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"1,11",,-,"18F,67Ga,123I,131I,201Tl,99mTc"
BETHUNE,Pas-de-Calais,62119,GERMON AND GAUTHIER HOSPITAL CENTER IN BETHUNE-BEUVRY - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"0,14",,-,"67Ga,111In,123I,131I,153Sm,99mTc"
BERCK,Pas-de-Calais,62108,CALOT INSTITUTE - HOPALE FOUNDATION - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"67Ga,99mTc"
BOIS-BERNARD,Pas-de-Calais,62148,BOIS BERNARD MEDICAL IMAGING SOCIETY (SIMBB) - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,1,,-,"18F,67Ga,111In,123I,201Tl,99mTc"
CLERMONT-FERRAND,Puy-de-Dôme,63113,JEAN PERRIN CENTER - REGIONAL CENTER FOR THE FIGHT AGAINST CANCER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,5,,-,"18F,123I,125I,131I,99mTc,177Lu"
BAYONNE,Pyrénées-Atlantiques,64102,BASQUE COAST HOSPITAL CENTER - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"18F,51Cr,123I,131I,99mTc"
PAU,Pyrénées-Atlantiques,64445,FRANCOIS MITTERRAND HOSPITAL CENTER - NUCLEAR MEDICINE - BIOLOGY,,,DGD - Declining managed waste,Very short life,DGD,"44,3",,-,"18F,67Ga,123I,131I,201Tl,99mTc"
PERPIGNAN,Pyrénées-Orientales,66136,PERPIGNAN HOSPITAL CENTER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,6",,-,"18F,111In,123I,201Tl,99mTc,90Y"
HAGUENAU,Bas-Rhin,67180,HAGUENAU HOSPITAL CENTER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"18F,67Ga,111In,123I,201Tl,99mTc"
MULHOUSE,Haut-Rhin,68224,HOSPITAL GROUP IN THE REGION OF MULHOUSE AND SOUTH-ALSACE - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,2,,-,"99Mo,111In,123I,131I,201Tl,99mTc"
MULHOUSE,Haut-Rhin,68224,FOUNDATION OF THE DIACONATE HOUSE - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,4,,-,"99Mo,111In,123I,131I,201Tl,99mTc"
COLMAR,Haut-Rhin,68066,CIVIL HOSPITALS OF COLMAR - LOUIS PASTEUR HOSPITAL - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,20,,-,"89Sr,111In,131I,99mTc"
BRON,Rhône,69029,EAST HOSPITAL GROUP - NUCLEAR MEDICINE CENTER,,,DGD - Declining managed waste,Very short life,DGD,"58,51",,-,"18F,123I,131I,201Tl,99mTc,177Lu"
BRON,Rhône,69029,EASTERN HOSPITAL GROUP - HORMONOLOGY DEPARTMENT,,,DGD - Declining managed waste,Very short life,DGD,"5,068",,-,"32P,125I"
PIERRE-BENITE,Rhône,69152,LYON SUD HOSPITAL CENTER - NUCLEAR MEDICINE - RADIOPHARMACY,,,DGD - Declining managed waste,Very short life,DGD,"0,2",,-,"18F,68Ga,111In,99mTc,90Y"
VILLEURBANNE,Rhône,69266,AUTONOMOUS SERVICE OF NUCLEAR MEDICINE OF THE DOUA (SELARL) - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,8",,-,"18F,201Tl,99mTc"
MACON,Saône-et-Loire,71270,PARK NUCLEAR MEDICINE CENTER - MACON NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,15",,-,"123I,131I,201Tl,99mTc"
LE CREUSOT,Saône-et-Loire,71153,SELARL NUCLEARIS - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,2,,-,"67Ga,111In,123I,131I,201Tl,99mTc"
LE MANS,Sarthe,72181,LE MANS HOSPITAL CENTER - DIRECTORATE OF OPERATIONS AND COURSES,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"18F,123I,131I,201Tl,99mTc"
LE MANS,Sarthe,72181,ILC JEAN BERNARD CENTER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,11,,-,"99Mo,111In,123I,131I,201Tl,99mTc"
CHAMBERY,Savoie,73065,METROPOLE SAVOIE HOSPITAL CENTER - NUCLEAR MEDICINE - RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"18F,111In,123I,131I,153Sm,99mTc"
EPAGNY METZ-TESSY,Haute-Savoie,74112,ANNECY NUCLEAR IMAGING CENTER - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"1,5",,-,"18F,111In,123I,201Tl,99mTc"
BONNEVILLE,Haute-Savoie,16051,ALPES LEMAN HOSPITAL CENTER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,4,,-,"18F,123I,131I,153Sm,99mTc"
PARIS 18,Paris,75118,CHU - BICHAT-CLAUDE BERNARD HOSPITAL GROUP (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,"2,3",,-,"111In,123I,125I,131I,201Tl,99mTc"
PARIS 12,Paris,75112,CHU - ARMAND TROUSSEAU CHILDREN&#39;S HOSPITAL (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"27,43",,-,"111In,123I,99mTc"
PARIS 15,Paris,75115,CHU - GEORGES POMPIDOU EUROPEAN HOSPITAL (AP-HP) - SCINTIGRAPHY - PHYSIOLOGY - IMMUNOLOGY,,,DGD - Declining managed waste,Very short life,DGD,20,,-,"18F,68Ga,125I,99mTc"
PARIS 12,Paris,75112,CHU - SAINT-ANTOINE HOSPITAL (AP-HP) - RHIDOMAT LABORATORY,,,DGD - Declining managed waste,Very short life,DGD,"0,15",,-,125I
PARIS 10,Paris,75110,CHU - SAINT-LOUIS HOSPITAL (AP-HP) - WASTE HOLDER,,,DGD - Declining managed waste,Very short life,DGD,"0,9",,-,"111In,125I,99mTc"
PARIS 20,Paris,75120,CHU- TENON HOSPITAL (AP-HP) - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,4,,-,"18F,68Ga,123I,99mTc,177Lu"
PARIS 14,Paris,75114,CHU - COCHIN HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,4,,-,"18F,68Ga,123I,131I,99mTc,177Lu"
PARIS 10,Paris,75110,LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,51",,-,"111In,123I,169Er,201Tl,99mTc,90Y"
PARIS 10,Paris,75110,LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY,,,DGD - Declining managed waste,Very short life,DGD,"0,7",,-,125I
PARIS 05,Paris,75105,INSTITUT CURIE - HOSPITAL - RADIOTHERAPY DEPARTMENT AND NUCLEAR MEDICINE DEPARTMENT,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"192Ir,18F,123I,125I,99mTc"
ROUEN,Seine-Maritime,76540,ROUENNAIS SCINTIGRAPHIC IMAGING CENTER (CISR) - EUROPE CLINIC - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"3,012",,-,"201Tl,99mTc"
ROUEN,Seine-Maritime,76540,ROUEN CHU - CHARLES NICOLLE HOSPITAL - RADIOANALYSIS LABORATORY,,,DGD - Declining managed waste,Very short life,DGD,"0,9",,-,125I
MONTIVILLIERS,Seine-Maritime,76447,SELARL HAVRAIS CENTER FOR NUCLEAR IMAGING - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"6,6",,-,"123I,99mTc"
MEAUX,Seine-et-Marne,77284,NUCLEAR MEDICINE CENTER (CMN) - NUCLEAR MEDECINE MEAUX,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"18F,123I,201Tl,99mTc"
MELUN,Seine-et-Marne,77288,NUCLEAR MEDICINE CENTER (CMN) - SAINT-JEAN POLYCLINIC - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"18,2",,-,"18F,123I,201Tl,99mTc"
LE CHESNAY-ROCQUENCOURT,Yvelines,78158,VERSAILLES HOSPITAL CENTER - ANDRE MIGNOT HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY - THERAPEUTIC,,,DGD - Declining managed waste,Very short life,DGD,13,,-,"18F,111In,123I,131I,201Tl,99mTc"
NIORT,Deux-Sèvres,79191,SCINTIGRAPHY CENTER OF DEUX-SEVRES (CS2S) - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"0,7",,-,"67Ga,111In,123I,99mTc"
AMIENS,Somme,80021,CHU AMIENS PICARDIE - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,12,,-,"18F,111In,123I,125I,131I,99mTc"
ALBI,Tarn,81004,ALBI HOSPITAL CENTER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"1,2",,-,"18F,111In,123I,131I,201Tl,99mTc"
CASTRES,Tarn,2142,PAYS D&#39;AUTAN HOSPITAL - HEALTH AND SAFETY DEPARTMENT,,,DGD - Declining managed waste,Very short life,DGD,"0,06",,-,99mTc
ALBI,Tarn,81004,CENTRE MEDICO-CHIRURGICAL CLAUDE BERNARD - SERVICE RADIOTHERAPIE - CURIETHERAPIE,,,DGD - Declining managed waste,Very short life,DGD,"0,001",,-,125I
MONTAUBAN,Tarn-et-Garonne,82121,Pont de Chaume Clinic - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"5,2",,-,"111In,123I,201Tl,99mTc"
TOULON,Var,83137,TOULON INTERCOMMUNAL HOSPITAL CENTER - LA-SEYNE-SUR-MER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,35,,-,"18F,111In,123I,131I,99mTc,90Y"
LA ROCHE-SUR-YON,Vendée,85191,DEPARTMENTAL HOSPITAL CENTER (DE VENDEE) - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"2,2",,-,"18F,111In,123I,131I,99mTc,90Y"
POITIERS,Vienne,86194,POITIERS CHU - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,11,,-,"111In,123I,131I,99mTc,90Y,177Lu"
LIMOGES,Haute-Vienne,87085,CHU - DUPUYTREN HOSPITAL - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,20,,-,"68Ge,18F,123I,131I,99mTc,90Y"
EPINAL,Vosges,88160,BLUE LINE CLINIC - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"1,3",,-,"18F,131I,99mTc"
CORBEIL-ESSONNES,Essonne,91174,SOUTHERN FRANCILIEN HOSPITAL CENTER - CORBEIL SITE - NUCLEAR MEDICINE DEPARTMENT,,,DGD - Declining managed waste,Very short life,DGD,"0,82",,-,"67Ga,111In,123I,131I,201Tl,99mTc"
NEUILLY-SUR-SEINE,Hauts-de-Seine,92051,AMERICAN HOSPITAL OF PARIS - HÔPITAL AMERICAIN DE PARIS - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,2,,-,"18F,68Ga,123I,131I,201Tl,99mTc"
LE PLESSIS-ROBINSON,Hauts-de-Seine,92060,MARIE LANNELONGUE HOSPITAL - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,17,,-,"18F,99mTc"
SAINT-CLOUD,Hauts-de-Seine,92064,CIMEN - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,1",,-,"67Ga,111In,123I,201Tl,99mTc"
SURESNES,Hauts-de-Seine,92073,HOSPITAL CENTER - FOCH HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,5,,-,"18F,68Ga,111In,123I,201Tl,99mTc"
CLAMART,Hauts-de-Seine,92023,CHU - ANTOINE BÉCLÈRE HOSPITAL (AP-HP) - NUCLEAR AND BIOPHYSICAL MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,2,,-,"67Ga,111In,123I,131I,201Tl,99mTc"
CLICHY,Hauts-de-Seine,92024,CHU - BEAUJON HOSPITAL (AP-HP) - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"10,933",,-,"99Tc,18F,68Ga,111In,90Y,177Lu"
ANTONY,Hauts-de-Seine,92002,ANTONY PRIVATE HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"0,15",,-,"18F,68Ga,123I,201Tl,99mTc"
SAINT-DENIS,Seine-Saint-Denis,11339,CARDIOLOGICAL CENTER OF THE NORTH - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"18F,123I,201Tl,99mTc"
MONTFERMEIL,Seine-Saint-Denis,93047,INTERCOMMUNAL HOSPITAL GROUP LE RAINCY - MONTFERMEIL - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"111In,123I,131I,201Tl,99mTc"
BOBIGNY,Seine-Saint-Denis,93008,CHU - AVICENNA HOSPITAL (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY - METABOLIC RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,"1,721",,-,"18F,111In,123I,125I,201Tl,99mTc"
AUBERVILLIERS,Seine-Saint-Denis,93001,PARIS EUROPEAN HOSPITAL - VILLA MARIA GROUP - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"123I,201Tl,99mTc"
CRETEIL,Val-de-Marne,94028,CHU - HENRI MONDOR HOSPITAL (AP-HP) - NUCLEAR MEDICINE/ SCINTIGRAPHY and METABOLIC RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,"3,5",,-,"18F,111In,123I,131I,201Tl,99mTc"
LE KREMLIN-BICETRE,Val-de-Marne,94043,BICETRE CHU - BICETRE HOSPITAL (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY - ISOTOPIC FUNCTIONAL EXPLORATIONS,,,DGD - Declining managed waste,Very short life,DGD,6,,-,"67Ga,111In,123I,131I,201Tl,99mTc"
LE KREMLIN-BICETRE,Val-de-Marne,94043,BICETRE CHU - BICETRE HOSPITAL (AP-HP) - LABORATORY FOR ISOTOPIC BIOLOGICAL ANALYZES / HORMONOLOGY - MOLECULAR BIOLOGY - PHARMACOLOGY,,,DGD - Declining managed waste,Very short life,DGD,"0,8",,-,125I
IVRY-SUR-SEINE,Val-de-Marne,94041,EUROFINS BIOMNIS - RIA,,,DGD - Declining managed waste,Very short life,DGD,10,,-,125I
SAINT-OUEN-L'AUMONE,Val-d'Oise,95572,CERBA LABORATORY - BIOLOGY,,,DGD - Declining managed waste,Very short life,DGD,40,,-,125I
PONTOISE,Val-d'Oise,95500,RENÉ DUBOS HOSPITAL CENTER - NUCLEAR MEDICINE - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,2,,-,"18F,67Ga,111In,123I,131I,99mTc"
SARCELLES,Val-d'Oise,95585,NORTH PARISIAN PRIVATE HOSPITAL - (EX. ALEXIS CARREL CLINIC) - HOSPITALIZATION,,,DGD - Declining managed waste,Very short life,DGD,"0,03",,-,"201Tl,99mTc"
SARCELLES,Val-d'Oise,95585,SCINTIGRAPHY PARIS NORD - NUCLEAR MEDICINE CENTER - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"123I,201Tl,99mTc"
SARCELLES,Val-d'Oise,95585,TEP PARIS NORD - NUCLEAR MEDICINE CENTER,,,DGD - Declining managed waste,Very short life,DGD,"0,21",,-,18F
MONACO,Monaco?,99138,PRINCESS GRACE HOSPITAL CENTER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,1",,-,"68Ge,18F,123I,131I,99mTc,177Lu"
POINTE-A-PITRE,Guadeloupe,97120,POINTE A PITRE CHU - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"2,4",,-,"67Ga,111In,131I,201Tl,99mTc"
FORT-DE-FRANCE,Martinique,97209,MARTINIQUE CHU - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,160,,-,"67Ga,111In,131I,153Sm,201Tl,99mTc"
FORT-DE-FRANCE,Martinique,97209,CHU DE MARTINIQUE - HOPITAL CLARAC - RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,125I
CLERMONT-FERRAND,Puy-de-Dôme,63113,"UFR MEDECINE PHARMACIE - UMR6293 GENETICS, REPRODUCTION AND DEVELOPMENT",,,DGD - Declining managed waste,Very short life,DGD,"0,05",,-,"32P,35S"
SAINT-GENES-CHAMPANELLE,Puy-de-Dôme,63345,INRAE - CENTRE AUVERGNE RHONE-ALPES - UMR1213 HERBIVORES,,,DGD - Declining managed waste,Very short life,DGD,"0,3",,-,125I
BORDEAUX,Gironde,33063,INSTITUTE OF BIOCHEMISTRY AND CELLULAR GENETICS - UMR 5095,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"32P,35S"
STRASBOURG,Bas-Rhin,67482,"UNIVERSITE DE STRASBOURG - CNRS - UMR 7156 - MOLECULAR GENETIQUE, GENOMIQUE AND MICROBIOLOGY",,,DGD - Declining managed waste,Very short life,DGD,"0,03",,-,"32P,35S"
BORDEAUX,Gironde,33063,UNIVERSITY OF BORDEAUX - INSERM U1212 ARNA LABORATORY (RNA NATURAL AND ARTIFICIAL REGULATIONS),,,DGD - Declining managed waste,Very short life,DGD,"1,5",,-,"32P,35S"
STRASBOURG,Bas-Rhin,67482,UNIVERSITY HOSPITALS OF STRASBOURG - CIVIL HOSPITAL - UF2061 - NHC NUCLEAR MEDICINE UNIT,,,DGD - Declining managed waste,Very short life,DGD,2,,-,"123I,201Tl,99mTc"
CAEN,Calvados,14118,GIP CYCERON - BIOMEDICAL IMAGING PLATFORM,,,DGD - Declining managed waste,Very short life,DGD,10,,-,"11C,15O,18F,68Ga,64Cu"
RENNES,Ille-et-Vilaine,35238,CURIUM PET FRANCE - RADIOPHARMACEUTICAL PRODUCTION (RENNES),,,DGD - Declining managed waste,Very short life,DGD,1,,-,18F
DIJON,Côte-d'Or,21231,PARK NUCLEAR MEDICINE CENTER - DIJON NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,2",,-,"111In,123I,131I,201Tl,99mTc"
SAINT-GREGOIRE,Ille-et-Vilaine,35278,SAINT GREGOIRE PRIVATE HOSPITAL CENTER (EX. SAINT-VINCENT CLINIC) - ISOTOPIC EXPLORATION CENTER,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"18F,201Tl,99mTc"
SAINT-GILLES,Ille-et-Vilaine,30258,"INRAE - RENNES RESEARCH CENTER - UMR PEGASE (PHYSIOLOGY, ENVIRONMENT AND GENETICS FOR ANIMALS AND LIVESTOCK SYSTEMS)",,,DGD - Declining managed waste,Very short life,DGD,"0,775",,-,125I
RENNES,Ille-et-Vilaine,35238,UNIVERSITY OF RENNES I - INSERM UMR U1085,,,DGD - Declining managed waste,Very short life,DGD,"0,64",,-,125I
CAEN,Calvados,14118,CHU DE CAEN - LABORATORY OF RADIO-IMMUNOLOGY,,,DGD - Declining managed waste,Very short life,DGD,"1,2",,-,125I
TOURS,Indre-et-Loire,37261,UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J,,,DGD - Declining managed waste,Very short life,DGD,"0,3",,-,18F
NOUZILLY,Indre-et-Loire,37175,INRAE - TOURS RESEARCH CENTER - UMR PCR (PHYSIOLOGY OF REPRODUCTION AND BEHAVIOR),,,DGD - Declining managed waste,Very short life,DGD,"0,35",,-,"35S,125I"
ORLEANS,Loiret,45234,CNRS - ORLEANS - IRAMAT (ARCHEOMATERIALS RESEARCH CENTER),,,DGD - Declining managed waste,Very short life,DGD,"0,001",,-,46Sc
ORLEANS,Loiret,45234,CNRS - ORLEANS - TAAM (TYPING AND ARCHIVING OF MODEL ANIMALS) UAR44,,,DGD - Declining managed waste,Very short life,DGD,"0,6",,-,"111In,99mTc"
TROYES,Aube,10387,TROYES HOSPITAL CENTER - NUCLEAR MEDICINE AND RADIOTHERAPY,,,DGD - Declining managed waste,Very short life,DGD,5,,-,"18F,111In,123I,131I,99mTc,90Y"
REIMS,Marne,51454,INSTITUTE GODINOT - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"56,86",,-,"18F,111In,123I,131I,201Tl,99mTc"
BESANCON,Doubs,25056,CHU JEAN MINJOZ - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,3,,-,"111In,123I,125I,131I,99mTc,177Lu"
BRIVE-LA-GAILLARDE,Corrèze,19031,SCP - LES CEDRES NUCLEAR MEDICINE CENTER - RADIO-ISOTOPIC FUNCTIONAL EXPLORATIONS - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,6,,-,"123I,131I,99mTc"
POITIERS,Vienne,86194,"SCINTIGRAPHY AT THE POITOU IMAGING CENTER (SCIP) - SCINTIGRAPHY, MOLECULAR IMAGING",,,DGD - Declining managed waste,Very short life,DGD,2,,-,"201Tl,99mTc"
ROUEN,Seine-Maritime,76540,HENRI -BECQUEREL CENTER - DEPT OF NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,10,,-,"18F,123I,131I,99mTc,90Y,177Lu"
LILLE,Nord,59350,INSTITUTE OF BIOLOGY OF LILLE - CANTHER - CNRS UMR 9020 - INSERM UMR 1277,,,DGD - Declining managed waste,Very short life,DGD,"0,38",,-,"32P,33P,35S"
ROUBAIX,Nord,59512,GIE NORD EST IMAGING - VICTOR PROVO HOSPITAL - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"3,82",,-,"67Ga,111In,123I,131I,201Tl,99mTc"
DUNKERQUE,Nord,59183,NUCLEAR MEDICINE CENTER / NUCLERIDIS - MEDICAL ACTIVITIES,,,DGD - Declining managed waste,Very short life,DGD,"0,6",,-,"67Ga,111In,123I,99mTc"
ROUEN,Seine-Maritime,76540,HENRI-BECQUEREL CENTER - BIOCHEMISTRY LABORATORY - RADIO-IMMUNO-ANALYSIS,,,DGD - Declining managed waste,Very short life,DGD,"0,09",,-,125I
LILLE,Nord,59350,OSCAR LAMBRET CENTER - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"18,2",,-,"186Re,51Cr,123I,131I,153Sm,99mTc"
NANTES,Loire-Atlantique,44109,CONFLUENT PRIVATE HOSPITAL - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"6,9",,-,"99Mo,111In,123I,201Tl,99mTc"
SAINT-HERBLAIN,Loire-Atlantique,44162,WEST INSTITUTE OF CANCEROLOGY - NANTES SITE,,,DGD - Declining managed waste,Very short life,DGD,55,,-,"18F,68Ga,123I,131I,99mTc,177Lu"
ANGERS,Maine-et-Loire,49007,WEST INSTITUTE OF CANCEROLOGY - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,6,,-,"131I,177Lu"
NANTES,Loire-Atlantique,44109,NANTES CHU - HOTEL DIEU - RADIO-IMMUNO-ANALYSIS LABORATORY,,,DGD - Declining managed waste,Very short life,DGD,1,,-,125I
THIONVILLE,Moselle,57672,METZ-THIONVILLE REGIONAL HOSPITAL CENTER - BEL AIR HOSPITAL - NUCLEAR MEDICINE,,,DGD - Declining managed waste,Very short life,DGD,"0,3",,-,"111In,123I,131I,201Tl,99mTc"
EPINAL,Vosges,88160,EMILE DURKHEIM HOSPITAL CENTER - CARE SERVICES,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"131I,99mTc"
MONTPELLIER,Hérault,34172,CIRAD MONTPELLIER - UMR AGAP,,,DGD - Declining managed waste,Very short life,DGD,"0,0005",,-,32P
MONTPELLIER,Hérault,34172,INRAE - CENTER DE RECHERCHE DE MONTPELLIER - UMR BIOCHIMIE ET PHYSIOLOGY MOLECULAR DES PLANTES (BPMP),,,DGD - Declining managed waste,Very short life,DGD,"0,01",,-,32P
MONTPELLIER,Hérault,34172,UNIVERSITY OF MONTPELLIER I - IBMM - UMR CNRS 5247 CELLULAR PHARMACOLOGY RESEARCH,,,DGD - Declining managed waste,Very short life,DGD,"0,025",,-,125I
MONTPELLIER,Hérault,34172,CNRS - MONTPELLIER - CNRS - UMR 5535 INSTITUT DE GENETIQUE MOLECULAR DE MONTPELLIER,,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"33P,35S"
MONTPELLIER,Hérault,34172,CNRS - MONTPELLIER - CNRS - UMR 5203 - FUNCTIONAL GENOMICS INSTITUTE (IGF),,,DGD - Declining managed waste,Very short life,DGD,"0,355",,-,"35S,125I"
MARSEILLE,Bouches-du-Rhône,13055,CLAIRVAL PRIVATE HOSPITAL - SA CLAIRVAL MEDICAL IMAGING - SCINTIGRAPHY,,,DGD - Declining managed waste,Very short life,DGD,6,,-,"18F,67Ga,111In,123I,201Tl,99mTc"
NICE,Alpes-Maritimes,6088,ANTOINE LACASSAGNE CENTER - NUCLEAR MEDICINE UNIT,,,DGD - Declining managed waste,Very short life,DGD,5,,-,"99Mo,111In,131I,99mTc,177Lu"
MARSEILLE,Bouches-du-Rhône,13055,INSTITUT J. PAOLI - I. CALMETTE - NUCLEAR MEDECINE - BIOLOGIE - RADIOTHERAPIE - BIOMEDICAL RECHERCHE,,,DGD - Declining managed waste,Very short life,DGD,"9,8",,-,"68Ga,123I,125I,131I,99mTc,177Lu"
MARSEILLE,Bouches-du-Rhône,13055,FACULTY OF MEDICINE NORTH SECTOR - INSERM UMR 1072 - ION CHANNEL AND SYNAPSE NEUROBIOLOGY UNIT (UNIS),,,DGD - Declining managed waste,Very short life,DGD,"0,1",,-,125I
MARSEILLE,Bouches-du-Rhône,13055,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7257 ARCHITECTURE AND FUNCTION OF BIOLOGICAL MACROMOLECULES (AFMB),,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,"32P,35S"
NICE,Alpes-Maritimes,6088,"COTE D&#39;AZUR UNIVERSITY - UMR E4320 TIRO/MATos, biophysics department",,,DGD - Declining managed waste,Very short life,DGD,"0,5",,-,125I
MONTPELLIER,Hérault,34172,MONTPELLIER CHU (GUI DE CHAULIAC AND LAPEYRONIE HOSPITALS) - NUCLEAR MEDICINE DEPARTMENTS (GROUP),,,DGD - Declining managed waste,Very short life,DGD,6,,-,"111In,123I,125I,131I,99mTc,90Y"
