County,Volume_in_mt,Waste_Type,Description,Site
Corse-du-Sud,0.0,Boussoles,SILVA compasses (154 compasses),GENDARMERIE - RG CORSE
Yvelines,0.0,Eléments constitutifs d'armes,Alidade de tir tendu FAMAS (3615 alidades de tir tendu),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,FAMAS Night Firing Slide (3556 Night Firing Slides),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,Rear sights (238 rear sights),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,FSA 49/56 handlebars (243 handlebars),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Boussoles,Tritium (54 compasses),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Boussoles,Radium (485 compasses),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,Type 1 mortar pointing device (51 mortar pointing devices),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,Type 2 mortar pointing device (99 mortar pointing devices),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,Fork body levels (48 mortar bi-leg fork body levels 81 mm),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Sources DOM 410,Sources DOM 410 (31 sources DOM 410),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,MORTAR goniometer 81 mm (7 mortar goniometer),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,AA 52 handlebars (294 AA 52 handlebars),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,AA NF 1 Pickups (24 AA NF 1 Pickups),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,DVN for Glock (20 DVN for glock),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,Rise AA NF 1 (1 rise AA NF 1),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,Hausse MANHURIN (1 hausse Manhurin),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Eléments constitutifs d'armes,AA 52 tablets (588 AA 52 tablets),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Sources DOM 410,DOM 410 (2 DOM 410),GENDARMERIE - RG IDF BEYNES
Yvelines,0.0,Transmission,Card reader (3 card reader),GENDARMERIE - RG IDF BEYNES
Rhône,0.0,Boussole,Silva compass (112 compasses),GENDARMERIE - RG RHONE-ALPES
Seine-Maritime,0.0,Résidus de fabrication d'acide phosphorique (phosphogypses) ,"Solid and stable (16,600,000 t)",GREAT PARISH SA. - ANNEVILLE AMBOURVILLE
Pas-de-Calais,0.0,"
Résidus de fabrication d'acide phosphorique 
- Phosphogypse ","Solid and stable (2,000,000 t)",GREAT PARISH SA. - DOUVRIN
Seine-Maritime,0.0,Résidus de production d'acide phosphorique (Phosphogypses),Solid and stable (5000000 t),GREAT PARISH SA. - SAINT ETIENNE DU ROUVRAY
Seine-Maritime,0.0,Résidus de fabrication d'acide phosphorique (phosphogypses),Solid and stable. (1600000 m3 - 2400000 t),HAROPA - ROGERVILLE - PORT
Finistère,0.0,MCR hors PN,Americium smoke detectors (5 units),NATIONAL NAVY - LONG ISLAND BASE
Finistère,0.0,MCR hors PN,Plutonium smoke detectors (4 units),NATIONAL NAVY - LONG ISLAND BASE
Morbihan,0.0,Matériels Aéronautiques,Vacuum tube 5783 (0.000009 m3 - 1 Unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Compasses (781) (0.06 m3 - 239 Unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,"SWITCH (112TW39-3) (0,000026 m3 - 2 0)",MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Horizon repeater (14063) (0.01228 m3 - 10 units),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Barometric altimeter (511958) (0.024 m3 - 28 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Rocker switch (505UN01B50T5) (0.0001 m3 - 26 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Equipped handle G (WG1319-0037-043) (0.003978 m3 - 26 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Equipped handle D (WG1319-0037-044) (0.003672 m3 - 24 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Half handle (P3197) (0.000048 m3 - 8 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Control knob (48-30-30-012) (2 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Betalight (1226002) (0.0021 m3 - 299 units),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Circuit breaker (4360-32A) (0.013 m3 - 83 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Toggle switch (120UN01AA50T) (0.000115 m3 - 23 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Rocker switch 160UN01AA50T (0.00011 m3 - 22 units),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Destination indicator (12832-01) (0.011448 m3 - 4 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Repeater (280-6) (8 unit),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Morbihan,0.0,Matériels Aéronautiques,Showcase waste (0.04 m3 - 19 units),MARINE NATIONALE - CELAE DET LANN-BIHOUE
Loire,0.0,Déchets provenant de la fabrication de Fibre Céramique Réfractaire contenant du Zirconium,Waste mainly comprising fibers and a few infiberized particles (2 t),MORGAN - THERMAL CERAMICS
Loire,0.0,Déchets provenant de la fabrication de Fibre Céramique Réfractaire contenant du Zirconium,Waste mainly comprising gelled agglomerates of vitreous structure and a small proportion of fiber (5 t),MORGAN - THERMAL CERAMICS
Gard,0.0,Dechets d'exploitation de la centrale thermique au charbon du FESC,"the slag heaps of St Andeol (500,000 m3), Aubignac (110,000 m3), Belliere - roadside (90,000 m3) and Gour (20,000 m3) (720,000 m3)",NATIONAL OFFICE FOR FORESTS LAND SERVICE GARD HERAULT - LA GRAND COMBE
Drôme,32050.0,Déchets en provenance de COMURHEX,Fluorines in 200 liter drums (32050 t),ORANO / ORANO CYCLE - SOLERIEUX
Drôme,2180.0,Déchets en provenance de COMURHEX,Fluorines in drums of 200 liters (2180 t),ORANO / ORANO CYCLE - SOLERIEUX
Saône-et-Loire,0.0,Dépôt,"Residues from the processing of uranothorianite ores from Madagascar, from the former Bouchet plant, packaged in 32,600 drums (5,600 t)",ORANO / ORAN MINING - BAUZOT - MINES
Saône-et-Loire,0.0,Dépôt,"Miscellaneous waste (graphite, quartz, sandblasting sludge), from SICN and CERCA fuel fabrication plants, packaged in 48,000 drums (10,400 t)",ORANO / ORAN MINING - BAUZOT - MINES
Saône-et-Loire,0.0,Dépôt,"Earth and rubble, from the CEA&#39;s pilot fuel processing plant in Fontenay-aux-Roses (dismantled in 1959), packaged in a few hundred drums (non-significant activity) (1 set)",ORANO / ORAN MINING - BAUZOT - MINES
Haute-Vienne,0.0,Mine à ciel ouvert (MCO),"Ore processing residues (1,514,000 t unit)",ORANO / ORANO MINING - BELLEZANE - MINES
Haute-Vienne,0.0,Mine à ciel ouvert (MCO),Heap leach residues (59000 t unit),ORANO / ORANO MINING - BELLEZANE - MINES
Haute-Vienne,0.0,"Stockage des curages des boues des stations et des sédiments des lacs et étangs de St Pardoux,de la Crouzille, de Pontabrier et de la Rode (fermé)",Sediments (52391 m3 - 40865 t - 1 unit),ORANO / ORANO MINING - BELLEZANE - MINES
Haute-Vienne,0.0,"Stockage des curages des boues des stations et des sédiments des lacs et étangs de St Pardoux,de la Crouzille, de Pontabrier et de la Rode (fermé)",Station sludge (209 m3 - 23 t),ORANO / ORANO MINING - BELLEZANE - MINES
Haute-Vienne,0.0,"Stockage de sédiments et de terres radiologiquement marqués (étangs, lacs...)",Sediments (7538 m3),ORANO / ORANO MINING - BELLEZANE - MINES
Aveyron,0.0,Bassin de stockage,"a) Residues from treatment by leaching in stalls and resins (476,000 t)",ORANO / ORANO MINING - BERTHOLENE - MINES
Aveyron,0.0,Bassin de stockage,b) Sludge from water treatment (activity included in 1.a.) (2163 m3),ORANO / ORANO MINING - BERTHOLENE - MINES
Haute-Vienne,0.0,Mine à ciel ouvert (MCO) du BRUGEAUD,"a) Ore processing residues from the plant (5,776,000 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Mine à ciel ouvert (MCO) du BRUGEAUD,b) Plant dismantling products [activity included in 1.a] (1 set),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Mine à ciel ouvert (MCO) du BRUGEAUD,"c) Heap leach residues from the Brugeaud heap, used as cover material (1,512,000 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Mine à ciel ouvert (MCO) du BRUGEAUD,d) Ore processing residues from the Bouchet plant (6000 t),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Verses du BRUGEAUD et LAVAUGRASSE,"a) Leaching residues in heaps of poor ores, south of the Lavaugrasse road (1,806,000 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Verses du BRUGEAUD et LAVAUGRASSE,"b) Heap leaching residues from part of the Brugeaud heap, north of the Lavaugrasse road (3,447,000 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Verses du BRUGEAUD et LAVAUGRASSE,"c) Earth and rubble from the dismantling of the Bouchet plant (16,790 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Verses du BRUGEAUD et LAVAUGRASSE,d) Scrap from the dismantling of the Bouchet plant (1900 t),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Verses du BRUGEAUD et LAVAUGRASSE,"e) Drums of very low level waste (vinyl, rags, cotton, rubble, concrete, sepiolite, alumina granules) from the Pierrelatte site and contaminated with uranium [uranium 238 activity &lt;&lt; 0.01 TBq] (18048 barrels)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Stockage de LAVAUGRASSE,"a) Ore processing residues from the plant (5,678,000 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Stockage de LAVAUGRASSE,"b) Leaching residues in low-grade ore heaps from Croix-du-Breuil, used as covering materials (cf. sheet LIM 5 of the 1995 Observatory report) (554,000 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Stockage de LAVAUGRASSE,"c) Heap leach residues from the Brugeaud heap, used as cover material [activity included in 3.b] (1,253,000 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Stockage de LAVAUGRASSE,"d) Ore processing residues from the Bouchet plant (3,500 t)",ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Stockage de LAVAUGRASSE,e) Water treatment sludge from the site station and stations located in the Crouzille Division (1 set of sludge),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Déchets d'exploitation du Centre d'Innovation en Métallurgie Extractive (CIME),CIME solid residues (49.002 t),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Stockage de LAVAUGRASSE,f) Lavaugrasse storage unit: storage of sludge and processing residues from Haute-Vienne (1295 t),ORANO / ORANO MINING - BESSINES-SUR-GARTEMPE
Haute-Vienne,0.0,Mine à ciel ouvert de FANAY B,Crushed empty drums (400 m3),RAIN / RAIN MINING - FANAY - MINE
Saône-et-Loire,0.0,Bassins de stockage ,"a) Residues from local ore processing (1954 - 1961) (168,000 t)",ORANO / ORANO MINING - GUEUGNON - MINE
Saône-et-Loire,0.0,Bassins de stockage ,"b) Residues from the processing of uranium pre-concentrates, from the COMUF plant in Gabon (radium 226 activity not significant) (17,060 t)",ORANO / ORANO MINING - GUEUGNON - MINE
Saône-et-Loire,0.0,Bassins de stockage ,"c) Plant dismantling products and stripping soil (40,484 t)",ORANO / ORANO MINING - GUEUGNON - MINE
Haute-Vienne,0.0,Stockage,"a) Residues from ore processing and residues from sludge processing from Bertholène (1,817,465 t)",ORAN / ORAN MINING - JOUAC - MINE
Haute-Vienne,0.0,Stockage,b) Residues from the processing of uranium and thorium ores. These ores not processed by the Bouchet plant were initially stored on the SEPA site at Bessines-sur-Gartempe (see LIM 2 sheet of the 1996 edition and LIM 7 sheet of the 1999 edition) (1 set of residues ),ORAN / ORAN MINING - JOUAC - MINE
Haute-Vienne,0.0,Stockage,"c) Plant dismantling products (11,380 t)",ORAN / ORAN MINING - JOUAC - MINE
Haute-Vienne,0.0,Stockage,"d) Heap leach residues (41,000 t)",ORAN / ORAN MINING - JOUAC - MINE
Haute-Vienne,0.0,Stockage,e) Site station water treatment sludge (1 set of sludge),ORAN / ORAN MINING - JOUAC - MINE
Vendée,0.0,Mine à ciel ouvert,"Heap Leach Tailings (250,000 t)",ORANO / ORANO MINING - LA COMMANDERIE - MINE
Creuse,0.0, Mine à ciel ouvert,"a) Residues from static leaching and resins (192,000 t)",ORANO / ORAN MINING - LA RIBIERE - MINES
Creuse,0.0,Stalles de lixiviation ,a) Static leaching residues (5000 t),ORANO / ORAN MINING - LA RIBIERE - MINES
Lozère,0.0,Mine à ciel ouvert (MCO du Cellier),"Ore processing residues from the plant (1,700,000 t)",ORANO / ORANO MINING - THE CELLAR - MINE
Lozère,0.0,Résidus de traitement par lixiviation en tas,"Heap Leach Tailings (4,080,000 t)",ORANO / ORANO MINING - THE CELLAR - MINE
Lozère,0.0,Résidus de traitement par lixiviation en tas,Sludge from the water treatment plant (9800 t),ORANO / ORANO MINING - THE CELLAR - MINE
Lozère,0.0,Mine à ciel ouvert (MCO du Cellier),"Plant dismantling products (12,509 t)",ORANO / ORANO MINING - THE CELLAR - MINE
Lozère,0.0,Mine à ciel ouvert (MCO du Cellier),"Sludge from the water treatment plant, in the MCO and underground mining works (20,351 t)",ORANO / ORANO MINING - THE CELLAR - MINE
Loire-Atlantique,0.0,Bassins de stockage,"a) Ore processing residues from the plant (7,575,000 t)",ORANO / ORANO MINING - L&#39;ECARPIERE - MINES
Loire-Atlantique,0.0,Bassins de stockage,b) Plant dismantling products [activity included in 1.a] (1 set),ORANO / ORANO MINING - L&#39;ECARPIERE - MINES
Loire-Atlantique,0.0,Bassins de stockage,"c) Heap leach residues (3,530,000 t)",ORANO / ORANO MINING - L&#39;ECARPIERE - MINES
Loire-Atlantique,0.0,Bassins de stockage,"d) Heap leach residues, having been used in the construction of dykes (245,000 t)",ORANO / ORANO MINING - L&#39;ECARPIERE - MINES
Loire-Atlantique,0.0,Bassins de stockage,"e) Sludge from water treatment at the site station (15,760 t)",ORANO / ORANO MINING - L&#39;ECARPIERE - MINES
Loire-Atlantique,0.0,Bassins de stockage,f) Radiologically labeled sediments from clean-up work (Brittany) (4830 t),ORANO / ORANO MINING - L&#39;ECARPIERE - MINES
Loire,0.0,Bassin de stockage ,"a) Ore processing residues from the plant (1,400,000 t unit)",ORANO / ORANO MINING - LES BOIS NOIRS LIMOUZAT - MINE
Loire,0.0,Bassin de stockage ,b) Sludge from the water treatment plant (activity included in 1.a) (565 m3 - 1 unit),ORANO / ORANO MINING - BLACK WOODS LIMOUZAT - MINE
Loire,0.0,Mine à ciel ouvert,"a) Plant dismantling products (rubble) and stripping soil (activity included in 1.a) (28,000 m3 unit)",ORANO / ORANO MINING - BLACK WOODS LIMOUZAT - MINE
Loire,0.0,Travaux souterrains,"Ore processing residues from the plant, used as backfill (1 unit)",ORANO / ORANO MINING - BLACK WOODS LIMOUZAT - MINE
Loire,0.0,Mine à ciel ouvert,b) Plant demolition products (activity included in 1.a) (48025 t unit),ORANO / ORANO MINING - BLACK WOODS LIMOUZAT - MINE
Hérault,0.0,"Deux mines à ciel ouvert, contiguës","a) Ore processing residues from the plant (4,142,000 t)",ORAN / ORAN MINING - LODEVE - MINE
Hérault,0.0,Travaux souterrains ,"Poor ores, refused at the entrance to the plant and used as backfill (423,000 t)",ORAN / ORAN MINING - LODEVE - MINE
Hérault,0.0,"Deux mines à ciel ouvert, contiguës",b) Plant dismantling products (activity included in 1a) (55436 t),ORAN / ORAN MINING - LODEVE - MINE
Hérault,0.0,"Deux mines à ciel ouvert, contiguës","c) Low-grade ores, used to cover tailings storage (823,000 t)",ORAN / ORAN MINING - LODEVE - MINE
Hérault,0.0,"Deux mines à ciel ouvert, contiguës",d) Sludge from water treatment (activity included in 1a) (7178 m3),ORAN / ORAN MINING - LODEVE - MINE
Haute-Vienne,0.0,Fosses de MARGNAC 1 et MARGNAC 2,"Empty barrels crushed; quantity: 88,068 barrels (2,110 t)",ORANO / ORANO MINING - MARGNAC - MINE
Haute-Vienne,0.0,Mine à ciel ouvert (MCO),"Ore processing residues (737,000 t)",ORANO / ORANO MINING - MONTMASSACROT - MINE
Haute-Vienne,0.0,Verse à stériles 141 de PENY,"Crushed empty barrels; quantity: 88,082 barrels (2,116 t)",ORAN / ORAN MINING - PENY - MINES
Puy-de-Dôme,0.0,Bassins de stockage,"Solid residues from the processing of uranium ores (30,000 t)",ORAN / ORAN MINING - ROPHIN - MINE
Cantal,0.0,Mine à ciel ouvert,"a) Coarse ore processing residues (including products from the dismantling of the plant and facilities) (507,760 t)",ORANO / ORANO MINING - SAINT-PIERRE-DU-CANTAL - MINE
Cantal,0.0,Mine à ciel ouvert,"b) Low-grade uranium ores, unprocessed (27,387 t)",ORANO / ORANO MINING - SAINT-PIERRE-DU-CANTAL - MINE
Cantal,0.0,Bassin de décantation,"Fine tailings (corresponding to the fine fraction of ores) and chemical sludge (70,000 t)",ORANO / ORANO MINING - SAINT-PIERRE-DU-CANTAL - MINE
Haut-Rhin,0.0,Déchets,"Low-grade (300 to 1,400 ppm) and untreated uranium ore (2,600 t unit)",ORANO / ORANO MINING - TEUFELSLOCH - MINE
Haut-Rhin,0.0,Déchets,"Tailings from heap leach processing of uranium ores with an average grade of 1,400 ppm (1,450 t unit)",ORANO / ORANO MINING - TEUFELSLOCH - MINE
Marne,3000.0,Déchets stockés sur place,Demolition rubble (3000 m3),ORFLAM PLAST - PARGNY-SUR-SAULX (Factory buildings)
Savoie,0.0,Sous la couverture stérile mise en place ,Tailings contaminated with thorium and uranium. [mass activity ≤ 14 Bq/g] (1 set of tailings),PECHINEY BUILDING - LES TEPPES
Gard,0.0,Résidus de production d'alumine de l'usine de Salindres - boues rouges déshydratées,"Sludge composed of fine elements, water content of 40 to 45%; mainly oxides of iron, aluminium, silicon, titanium and calcium (3,900,000 m3)",PECHINEY BUILDING (STOPPED SITES) - SEGOUSSAC
Bouches-du-Rhône,0.0,Résidus de la production d'alumine de l'usine des Aygalades - boues rouges déshydratées -,"Red mud is mostly made up of fine elements, clays and silts (the fraction &lt;5µm is around 60%). The chemical analysis indicates the following average values: • Water content: between 40 and 46% • Iron oxide (in the form of clay particles): 45% (in % DM) • Sodium silico-aluminate (in the form of crystals cementing the iron oxide particles): 37% (in % DM) • Calcium titanate (in crystallized form): 10% (in % DM) These three compounds therefore represent 92% of the dry matter. Other constituents include complex compounds of Manganese, Phosphorus, Vanadium, Fluorine, Chromium, etc. (2,000,000 t)",PECHINEY BUILDING (STOPPED SITES) - VITROLLES
Bouches-du-Rhône,0.0,Scories de charbon,"Coal slag (170,000 t)",PECHINEY BUILDING (STOPPED SITES) - VITROLLES
Nord,3600.072,"Déchets de très faible activité) de l'industrie chimique, mis en lagune.",Filtration sludge (3600 m3 - 5040 t - 3600 m3),LOOS CHEMICAL PRODUCTS - LOOS (VERNAY LAGOON)
Charente-Maritime,50001.7,Résidus mis en remblais,"The residue placed in backfill (50% humidity) represents a few percent of the total backfill. Average specific activity of the dry product: 48 Bq/g in 232Th and 6 Bq/g in 238U. (61,000 t)",RHODIA - LA ROCHELLE (PORT OF LA PALLICE)
Charente-Maritime,35000.0,Remblais contaminés,"Backfill contaminated by ore attack residues and various waste (packaging, scrap metal). The embankments are composed of a mixture of earth, unattacked minerals and various waste (presence of natural Uranium and Thorium). (35000 m3)",RHODIA - LA ROCHELLE (BAY HEAD PLANT)
Hauts-de-Seine,0.0,noyaux céramiques rebutés,solid residues from the lost wax casting process (0.561 m3 - 0.095 t - 561 units),SAFRAN AIRCRAFT ENGINES GENNEVILLIERS - GENNEVILLIERS PLANT
Hauts-de-Seine,0.0,moules rebutés,solid residues from the lost wax casting process (0.624 t - 78 units),SAFRAN AIRCRAFT ENGINES GENNEVILLIERS - GENNEVILLIERS PLANT
Hauts-de-Seine,0.0,modèles en cire rebutés,solid residues from the lost wax casting process (0.056 t - 334 units),SAFRAN AIRCRAFT ENGINES GENNEVILLIERS - GENNEVILLIERS PLANT
Hauts-de-Seine,0.0,rebuts après coulée pour fuite ou défaut après décochage,solid residues from the lost-wax casting process (0.9 t - 67 bunches),SAFRAN AIRCRAFT ENGINES GENNEVILLIERS - GENNEVILLIERS PLANT
Loiret,0.0,Détecteurs d'incendie,Springs (465814 units),SARL MIPE (GESI) - PITHIVIERS
Rhône,0.0,Déchets solides,Treatment residues: sands and zircon flour (4 m3 - 4.5 t - 4 units),SAVOIE REFRACTORY - VENISSIEUX PLANT
Rhône,0.0,MP radioactives naturellement,MP stock (70 m3 - 70 t - 70 large bags),SAVOIE REFRACTORY - VENISSIEUX PLANT
Seine-et-Marne,0.0,Matière première radioactive naturellement,"big bag MP radioactives (25 m3 - 28,5 t - 25 big bag)",SAVOIE REFRACTORY - ORMES-SUR-VOULZIE FACTORY
Haut-Rhin,0.0,Détecteurs d'incendie Ionique,Used Americium 241 sources (78 units),SIEMENS (GESI) - WITTELSHEIM
Haut-Rhin,0.0,Détecteurs au radium,Return of non-reconditionable detectors (255 units),SIEMENS (GESI) - WITTELSHEIM
Essonne,40.0,Déchets,"Miscellaneous waste (iron, brass, stainless steel, rubber), corresponding to a mass of 5 to 10 tonnes. (10 t)",SITA IDF - ANGERVILLIERS
Eure-et-Loir,1800.0,Déchets,Dried sludge (2160 t),SITA IDF - BAILLEAU-ARMENONVILLE
Vaucluse,40800.0,Résidus de fabrication.,"Soda silicates treated with lime containing the radionuclides of the natural chains of thorium and uranium (chains of 232Th, 238U, 235U). (51000 t unit)",SITA MEDITERRANEE - MONTEUX
Isère,1999.921,Déchets de Faible Activité ,Powdery waste (2090 t),COQUAND SOCIETY - VIF (DECHARGE DU SERF)
Calvados,0.0,Déchets solides à radioactivité naturelle renforcée,"stored without prior stabilization (16,606.246 t)",REQUEST - REQUEST
