City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
BESANCON,Doubs,SAINT VINCENT NUCLEAR MEDICINE EIG - NUCLEAR MEDICINE CENTER,,DGD - Declining managed waste,DGD,2,-,"123I,131I,201Tl,99mTc"
TOURS,Indre-et-Loire,REGIONAL UNIVERSITY HOSPITAL CENTER OF TOURS - TROUSSEAU HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,1,-,"111In,123I,201Tl,99mTc"
TOURS,Indre-et-Loire,CHU DE TOURS - BRETONNEAU HOSPITAL - NUCLEAR MEDICINE DEPARTMENT - IMAGING - THERAPY - BIOMEDICAL RESEARCH,,DGD - Declining managed waste,DGD,10,-,"18F,68Ga,123I,131I,99mTc,177Lu"
CHAMBRAY-LES-TOURS,Indre-et-Loire,NUCLEAR MEDICINE TOURANGELLE - NUCLEAR MEDICINE CHAMBRAY-LES-TOURS,,DGD - Declining managed waste,DGD,"0,3",-,"57Co,18F,99Mo,111In,123I,99mTc"
BLOIS,Loir-et-Cher,BLESOIS AND REGIONAL SCINTIGRAPHIC IMAGING CENTER (CIBER) - BLOIS HOSPITAL CENTER - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,2,-,99mTc
SAINT-ETIENNE,Loire,CHU DE ST ETIENNE - NORTH HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,3,-,"18F,68Ga,111In,131I,99mTc,90Y"
ROANNE,Loire,RENAISON CLINIC - NUCLEAR IMAGING CENTER (CIN) - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"0,7",-,"18F,67Ga,123I,131I,201Tl,99mTc"
MOUGINS,Alpes-Maritimes,NUCLEAR IMAGING CENTER (SELARL CIN) - PLEIN CIEL CLINIC - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,15",-,"18F,111In,123I,131I,99mTc"
NANTES,Loire-Atlantique,CHU - GUILLAUME AND RENE LAENNEC HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,7,-,"123I,201Tl,99mTc"
NANTES,Loire-Atlantique,CHU DE NANTES - HOTEL DIEU - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,DGD - Declining managed waste,DGD,35,-,"111In,123I,125I,131I,99mTc,177Lu"
ORLEANS,Loiret,ORLEANS REGIONAL HOSPITAL CENTER - NUCLEAR MEDICINE LA SOURCE,,DGD - Declining managed waste,DGD,3,-,"18F,111In,123I,131I,201Tl,99mTc"
AGEN,Lot-et-Garonne,AGEN SAINT-ESPRIT HOSPITAL CENTER - NUCLEAR MEDICINE - SCINTIGRAPHY - BIOPHYSICS,,DGD - Declining managed waste,DGD,"15,779",-,"67Ga,111In,123I,131I,201Tl,99mTc"
ANGERS,Maine-et-Loire,ANGERS CHU - LARREY HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,10,-,"68Ge,18F,111In,123I,131I,99mTc"
REIMS,Marne,ICCREIMS POLYCLINIC OF COURLANCY - BRACHYTHERAPY,,DGD - Declining managed waste,DGD,"0,002",-,"192Ir,125I"
CHAUMONT,Haute-Marne,CHAUMONT HOSPITAL CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,3,-,"111In,123I,131I,153Sm,201Tl,99mTc"
MAXEVILLE,Meurthe-et-Moselle,LORRAIN ISOTOPIC IMAGING CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,30,-,"57Co,68Ge,18F,99Mo,201Tl,99mTc"
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,CHRU NANCY - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY - HBA BIOLOGY,,DGD - Declining managed waste,DGD,30,-,"18F,68Ga,125I,131I,99mTc,177Lu"
VANNES,Morbihan,MORBIHAN NUCLEAR MEDICINE CENTER - BRITTANY ATLANTIC HOSPITAL CENTER - SCINTIGRAPHY - POSITRON EMISSION TOMOGRAPHY,,DGD - Declining managed waste,DGD,8,-,"18F,123I,99mTc"
METZ,Moselle,METZ-THIONVILLE REGIONAL HOSPITAL CENTER - MERCY HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"1,1",-,"18F,111In,123I,131I,201Tl,99mTc"
VILLENEUVE-D'ASCQ,Nord,RADIOLOGICAL CLINIC OF THE IMANORD HPVA PARK - NUCLEAR MEDICINE DEPARTMENT,,DGD - Declining managed waste,DGD,"0,5",-,"67Ga,111In,123I,131I,201Tl,99mTc"
LILLE,Nord,LILLE UNIVERSITY REGIONAL HOSPITAL CENTER - CLAUDE HURIEZ HOSPITAL - NUCLEAR MEDICINE DEPARTMENT,,DGD - Declining managed waste,DGD,8,-,"18F,111In,123I,131I,99mTc,90Y"
LILLE,Nord,LILLE UNIVERSITY REGIONAL HOSPITAL CENTER - ROGER SALENGRO HOSPITAL - NUCLEAR MEDICINE - FUNCTIONAL IMAGING,,DGD - Declining managed waste,DGD,100,-,"18F,123I,131I,99mTc,90Y,177Lu"
VALENCIENNES,Nord,VALENCIENNES HOSPITAL CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,3,-,"18F,123I,99mTc"
CREIL,Oise,CIRIOS - NUCLEAR MEDICINE CREIL,,DGD - Declining managed waste,DGD,1,-,"18F,111In,123I,201Tl,99mTc"
BEAUVAIS,Oise,BEAUVAIS HOSPITAL CENTER - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"2,6",-,"111In,123I,201Tl,99mTc"
ARRAS,Pas-de-Calais,SPACE ARTOIS HEALTH ARRAS - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"4,451",-,"18F,67Ga,111In,123I,201Tl,99mTc"
BOULOGNE-SUR-MER,Pas-de-Calais,BOULOGNE-SUR-MER HOSPITAL CENTER - DOCTOR DUCHENNE HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"1,11",-,"18F,67Ga,123I,131I,201Tl,99mTc"
BETHUNE,Pas-de-Calais,GERMON AND GAUTHIER HOSPITAL CENTER IN BETHUNE-BEUVRY - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"0,14",-,"67Ga,111In,123I,131I,153Sm,99mTc"
BERCK,Pas-de-Calais,CALOT INSTITUTE - HOPALE FOUNDATION - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"0,5",-,"67Ga,99mTc"
BOIS-BERNARD,Pas-de-Calais,BOIS BERNARD MEDICAL IMAGING SOCIETY (SIMBB) - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,1,-,"18F,67Ga,111In,123I,201Tl,99mTc"
CLERMONT-FERRAND,Puy-de-Dôme,JEAN PERRIN CENTER - REGIONAL CENTER FOR THE FIGHT AGAINST CANCER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,5,-,"18F,123I,125I,131I,99mTc,177Lu"
BAYONNE,Pyrénées-Atlantiques,BASQUE COAST HOSPITAL CENTER - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,DGD - Declining managed waste,DGD,3,-,"18F,51Cr,123I,131I,99mTc"
PAU,Pyrénées-Atlantiques,FRANCOIS MITTERRAND HOSPITAL CENTER - NUCLEAR MEDICINE - BIOLOGY,,DGD - Declining managed waste,DGD,"44,3",-,"18F,67Ga,123I,131I,201Tl,99mTc"
PERPIGNAN,Pyrénées-Orientales,PERPIGNAN HOSPITAL CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,6",-,"18F,111In,123I,201Tl,99mTc,90Y"
HAGUENAU,Bas-Rhin,HAGUENAU HOSPITAL CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,3,-,"18F,67Ga,111In,123I,201Tl,99mTc"
MULHOUSE,Haut-Rhin,HOSPITAL GROUP IN THE REGION OF MULHOUSE AND SOUTH-ALSACE - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,2,-,"99Mo,111In,123I,131I,201Tl,99mTc"
MULHOUSE,Haut-Rhin,FOUNDATION OF THE DIACONATE HOUSE - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,4,-,"99Mo,111In,123I,131I,201Tl,99mTc"
COLMAR,Haut-Rhin,CIVIL HOSPITALS OF COLMAR - LOUIS PASTEUR HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,20,-,"89Sr,111In,131I,99mTc"
BRON,Rhône,EAST HOSPITAL GROUP - NUCLEAR MEDICINE CENTER,,DGD - Declining managed waste,DGD,"58,51",-,"18F,123I,131I,201Tl,99mTc,177Lu"
BRON,Rhône,EASTERN HOSPITAL GROUP - HORMONOLOGY DEPARTMENT,,DGD - Declining managed waste,DGD,"5,068",-,"32P,125I"
PIERRE-BENITE,Rhône,LYON SUD HOSPITAL CENTER - NUCLEAR MEDICINE - RADIOPHARMACY,,DGD - Declining managed waste,DGD,"0,2",-,"18F,68Ga,111In,99mTc,90Y"
VILLEURBANNE,Rhône,AUTONOMOUS SERVICE OF NUCLEAR MEDICINE OF THE DOUA (SELARL) - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,8",-,"18F,201Tl,99mTc"
MACON,Saône-et-Loire,PARK NUCLEAR MEDICINE CENTER - MACON NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,15",-,"123I,131I,201Tl,99mTc"
LE CREUSOT,Saône-et-Loire,SELARL NUCLEARIS - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,2,-,"67Ga,111In,123I,131I,201Tl,99mTc"
LE MANS,Sarthe,LE MANS HOSPITAL CENTER - DIRECTORATE OF OPERATIONS AND COURSES,,DGD - Declining managed waste,DGD,3,-,"18F,123I,131I,201Tl,99mTc"
LE MANS,Sarthe,ILC JEAN BERNARD CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,11,-,"99Mo,111In,123I,131I,201Tl,99mTc"
CHAMBERY,Savoie,METROPOLE SAVOIE HOSPITAL CENTER - NUCLEAR MEDICINE - RADIOTHERAPY,,DGD - Declining managed waste,DGD,3,-,"18F,111In,123I,131I,153Sm,99mTc"
EPAGNY METZ-TESSY,Haute-Savoie,ANNECY NUCLEAR IMAGING CENTER - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"1,5",-,"18F,111In,123I,201Tl,99mTc"
BONNEVILLE,Haute-Savoie,ALPES LEMAN HOSPITAL CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,4,-,"18F,123I,131I,153Sm,99mTc"
PARIS 18,Paris,CHU - BICHAT-CLAUDE BERNARD HOSPITAL GROUP (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,DGD - Declining managed waste,DGD,"2,3",-,"111In,123I,125I,131I,201Tl,99mTc"
PARIS 12,Paris,CHU - ARMAND TROUSSEAU CHILDREN&#39;S HOSPITAL (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"27,43",-,"111In,123I,99mTc"
PARIS 12,Paris,CHU - SAINT-ANTOINE HOSPITAL (AP-HP) - RHIDOMAT LABORATORY,,DGD - Declining managed waste,DGD,"0,15",-,125I
PARIS 10,Paris,CHU - SAINT-LOUIS HOSPITAL (AP-HP) - WASTE HOLDER,,DGD - Declining managed waste,DGD,"0,9",-,"111In,125I,99mTc"
PARIS 20,Paris,CHU- TENON HOSPITAL (AP-HP) - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,4,-,"18F,68Ga,123I,99mTc,177Lu"
PARIS 14,Paris,CHU - COCHIN HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,4,-,"18F,68Ga,123I,131I,99mTc,177Lu"
PARIS 10,Paris,LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,51",-,"111In,123I,169Er,201Tl,99mTc,90Y"
PARIS 10,Paris,LARIBOISIERE-FERNAND WIDAL HOSPITAL GROUP / LARIBOISIERE HOSPITAL (AP-HP) - BIOCHEMISTRY - BIOLOGY,,DGD - Declining managed waste,DGD,"0,7",-,125I
ROUEN,Seine-Maritime,ROUENNAIS SCINTIGRAPHIC IMAGING CENTER (CISR) - EUROPE CLINIC - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"3,012",-,"201Tl,99mTc"
ROUEN,Seine-Maritime,ROUEN CHU - CHARLES NICOLLE HOSPITAL - RADIOANALYSIS LABORATORY,,DGD - Declining managed waste,DGD,"0,9",-,125I
MONTIVILLIERS,Seine-Maritime,SELARL HAVRAIS CENTER FOR NUCLEAR IMAGING - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"6,6",-,"123I,99mTc"
MEAUX,Seine-et-Marne,NUCLEAR MEDICINE CENTER (CMN) - NUCLEAR MEDECINE MEAUX,,DGD - Declining managed waste,DGD,"0,5",-,"18F,123I,201Tl,99mTc"
MELUN,Seine-et-Marne,NUCLEAR MEDICINE CENTER (CMN) - SAINT-JEAN POLYCLINIC - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"18,2",-,"18F,123I,201Tl,99mTc"
LE CHESNAY-ROCQUENCOURT,Yvelines,VERSAILLES HOSPITAL CENTER - ANDRE MIGNOT HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY - THERAPEUTIC,,DGD - Declining managed waste,DGD,13,-,"18F,111In,123I,131I,201Tl,99mTc"
NIORT,Deux-Sèvres,SCINTIGRAPHY CENTER OF DEUX-SEVRES (CS2S) - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"0,7",-,"67Ga,111In,123I,99mTc"
AMIENS,Somme,CHU AMIENS PICARDIE - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,12,-,"18F,111In,123I,125I,131I,99mTc"
ALBI,Tarn,ALBI HOSPITAL CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"1,2",-,"18F,111In,123I,131I,201Tl,99mTc"
CASTRES,Tarn,PAYS D&#39;AUTAN HOSPITAL - HEALTH AND SAFETY DEPARTMENT,,DGD - Declining managed waste,DGD,"0,06",-,99mTc
ALBI,Tarn,CENTRE MEDICO-CHIRURGICAL CLAUDE BERNARD - SERVICE RADIOTHERAPIE - CURIETHERAPIE,,DGD - Declining managed waste,DGD,"0,001",-,125I
MONTAUBAN,Tarn-et-Garonne,Pont de Chaume Clinic - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"5,2",-,"111In,123I,201Tl,99mTc"
LA ROCHE-SUR-YON,Vendée,DEPARTMENTAL HOSPITAL CENTER (DE VENDEE) - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"2,2",-,"18F,111In,123I,131I,99mTc,90Y"
POITIERS,Vienne,POITIERS CHU - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,11,-,"111In,123I,131I,99mTc,90Y,177Lu"
LIMOGES,Haute-Vienne,CHU - DUPUYTREN HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,20,-,"68Ge,18F,123I,131I,99mTc,90Y"
EPINAL,Vosges,BLUE LINE CLINIC - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"1,3",-,"18F,131I,99mTc"
CORBEIL-ESSONNES,Essonne,SOUTHERN FRANCILIEN HOSPITAL CENTER - CORBEIL SITE - NUCLEAR MEDICINE DEPARTMENT,,DGD - Declining managed waste,DGD,"0,82",-,"67Ga,111In,123I,131I,201Tl,99mTc"
NEUILLY-SUR-SEINE,Hauts-de-Seine,AMERICAN HOSPITAL OF PARIS - HÔPITAL AMERICAIN DE PARIS - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,DGD - Declining managed waste,DGD,2,-,"18F,68Ga,123I,131I,201Tl,99mTc"
LE PLESSIS-ROBINSON,Hauts-de-Seine,MARIE LANNELONGUE HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,17,-,"18F,99mTc"
SAINT-CLOUD,Hauts-de-Seine,CIMEN - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,1",-,"67Ga,111In,123I,201Tl,99mTc"
SURESNES,Hauts-de-Seine,HOSPITAL CENTER - FOCH HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,5,-,"18F,68Ga,111In,123I,201Tl,99mTc"
CLAMART,Hauts-de-Seine,CHU - ANTOINE BÉCLÈRE HOSPITAL (AP-HP) - NUCLEAR AND BIOPHYSICAL MEDICINE,,DGD - Declining managed waste,DGD,2,-,"67Ga,111In,123I,131I,201Tl,99mTc"
CLICHY,Hauts-de-Seine,CHU - BEAUJON HOSPITAL (AP-HP) - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"10,933",-,"99Tc,18F,68Ga,111In,90Y,177Lu"
ANTONY,Hauts-de-Seine,ANTONY PRIVATE HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"0,15",-,"18F,68Ga,123I,201Tl,99mTc"
SAINT-DENIS,Seine-Saint-Denis,CARDIOLOGICAL CENTER OF THE NORTH - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,3,-,"18F,123I,201Tl,99mTc"
MONTFERMEIL,Seine-Saint-Denis,INTERCOMMUNAL HOSPITAL GROUP LE RAINCY - MONTFERMEIL - NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY,,DGD - Declining managed waste,DGD,3,-,"111In,123I,131I,201Tl,99mTc"
BOBIGNY,Seine-Saint-Denis,CHU - AVICENNA HOSPITAL (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY - METABOLIC RADIOTHERAPY,,DGD - Declining managed waste,DGD,"1,721",-,"18F,111In,123I,125I,201Tl,99mTc"
AUBERVILLIERS,Seine-Saint-Denis,PARIS EUROPEAN HOSPITAL - VILLA MARIA GROUP - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,"0,5",-,"123I,201Tl,99mTc"
CRETEIL,Val-de-Marne,CHU - HENRI MONDOR HOSPITAL (AP-HP) - NUCLEAR MEDICINE/ SCINTIGRAPHY and METABOLIC RADIOTHERAPY,,DGD - Declining managed waste,DGD,"3,5",-,"18F,111In,123I,131I,201Tl,99mTc"
LE KREMLIN-BICETRE,Val-de-Marne,BICETRE CHU - BICETRE HOSPITAL (AP-HP) - NUCLEAR MEDICINE - SCINTIGRAPHY - ISOTOPIC FUNCTIONAL EXPLORATIONS,,DGD - Declining managed waste,DGD,6,-,"67Ga,111In,123I,131I,201Tl,99mTc"
LE KREMLIN-BICETRE,Val-de-Marne,BICETRE CHU - BICETRE HOSPITAL (AP-HP) - LABORATORY FOR ISOTOPIC BIOLOGICAL ANALYZES / HORMONOLOGY - MOLECULAR BIOLOGY - PHARMACOLOGY,,DGD - Declining managed waste,DGD,"0,8",-,125I
IVRY-SUR-SEINE,Val-de-Marne,EUROFINS BIOMNIS - RIA,,DGD - Declining managed waste,DGD,10,-,125I
SAINT-OUEN-L'AUMONE,Val-d'Oise,CERBA LABORATORY - BIOLOGY,,DGD - Declining managed waste,DGD,40,-,125I
PONTOISE,Val-d'Oise,RENÉ DUBOS HOSPITAL CENTER - NUCLEAR MEDICINE - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,2,-,"18F,67Ga,111In,123I,131I,99mTc"
SARCELLES,Val-d'Oise,NORTH PARISIAN PRIVATE HOSPITAL - (EX. ALEXIS CARREL CLINIC) - HOSPITALIZATION,,DGD - Declining managed waste,DGD,"0,03",-,"201Tl,99mTc"
SARCELLES,Val-d'Oise,SCINTIGRAPHY PARIS NORD - NUCLEAR MEDICINE CENTER - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,3,-,"123I,201Tl,99mTc"
SARCELLES,Val-d'Oise,TEP PARIS NORD - NUCLEAR MEDICINE CENTER,,DGD - Declining managed waste,DGD,"0,21",-,18F
MONACO,Monaco?,PRINCESS GRACE HOSPITAL CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,1",-,"68Ge,18F,123I,131I,99mTc,177Lu"
POINTE-A-PITRE,Guadeloupe,POINTE A PITRE CHU - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"2,4",-,"67Ga,111In,131I,201Tl,99mTc"
FORT-DE-FRANCE,Martinique,MARTINIQUE CHU - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,160,-,"67Ga,111In,131I,153Sm,201Tl,99mTc"
FORT-DE-FRANCE,Martinique,CHU DE MARTINIQUE - HOPITAL CLARAC - RADIOTHERAPY,,DGD - Declining managed waste,DGD,"0,5",-,125I
CLERMONT-FERRAND,Puy-de-Dôme,"UFR MEDECINE PHARMACIE - UMR6293 GENETICS, REPRODUCTION AND DEVELOPMENT",,DGD - Declining managed waste,DGD,"0,05",-,"32P,35S"
SAINT-GENES-CHAMPANELLE,Puy-de-Dôme,INRAE - CENTRE AUVERGNE RHONE-ALPES - UMR1213 HERBIVORES,,DGD - Declining managed waste,DGD,"0,3",-,125I
BORDEAUX,Gironde,INSTITUTE OF BIOCHEMISTRY AND CELLULAR GENETICS - UMR 5095,,DGD - Declining managed waste,DGD,3,-,"32P,35S"
BORDEAUX,Gironde,UNIVERSITY OF BORDEAUX - INSERM U1212 ARNA LABORATORY (RNA NATURAL AND ARTIFICIAL REGULATIONS),,DGD - Declining managed waste,DGD,"1,5",-,"32P,35S"
SAINT-GREGOIRE,Ille-et-Vilaine,SAINT GREGOIRE PRIVATE HOSPITAL CENTER (EX. SAINT-VINCENT CLINIC) - ISOTOPIC EXPLORATION CENTER,,DGD - Declining managed waste,DGD,"0,5",-,"18F,201Tl,99mTc"
SAINT-GILLES,Ille-et-Vilaine,"INRAE - RENNES RESEARCH CENTER - UMR PEGASE (PHYSIOLOGY, ENVIRONMENT AND GENETICS FOR ANIMALS AND LIVESTOCK SYSTEMS)",,DGD - Declining managed waste,DGD,"0,775",-,125I
TOURS,Indre-et-Loire,UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J,,DGD - Declining managed waste,DGD,"0,3",-,18F
NOUZILLY,Indre-et-Loire,INRAE - TOURS RESEARCH CENTER - UMR PCR (PHYSIOLOGY OF REPRODUCTION AND BEHAVIOR),,DGD - Declining managed waste,DGD,"0,35",-,"35S,125I"
ORLEANS,Loiret,CNRS - ORLEANS - IRAMAT (ARCHEOMATERIALS RESEARCH CENTER),,DGD - Declining managed waste,DGD,"0,001",-,46Sc
ORLEANS,Loiret,CNRS - ORLEANS - TAAM (TYPING AND ARCHIVING OF MODEL ANIMALS) UAR44,,DGD - Declining managed waste,DGD,"0,6",-,"111In,99mTc"
TROYES,Aube,TROYES HOSPITAL CENTER - NUCLEAR MEDICINE AND RADIOTHERAPY,,DGD - Declining managed waste,DGD,5,-,"18F,111In,123I,131I,99mTc,90Y"
REIMS,Marne,INSTITUTE GODINOT - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"56,86",-,"18F,111In,123I,131I,201Tl,99mTc"
BESANCON,Doubs,CHU JEAN MINJOZ - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,3,-,"111In,123I,125I,131I,99mTc,177Lu"
BRIVE-LA-GAILLARDE,Corrèze,SCP - LES CEDRES NUCLEAR MEDICINE CENTER - RADIO-ISOTOPIC FUNCTIONAL EXPLORATIONS - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,6,-,"123I,131I,99mTc"
POITIERS,Vienne,"SCINTIGRAPHY AT THE POITOU IMAGING CENTER (SCIP) - SCINTIGRAPHY, MOLECULAR IMAGING",,DGD - Declining managed waste,DGD,2,-,"201Tl,99mTc"
ROUEN,Seine-Maritime,HENRI -BECQUEREL CENTER - DEPT OF NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,10,-,"18F,123I,131I,99mTc,90Y,177Lu"
LILLE,Nord,INSTITUTE OF BIOLOGY OF LILLE - CANTHER - CNRS UMR 9020 - INSERM UMR 1277,,DGD - Declining managed waste,DGD,"0,38",-,"32P,33P,35S"
ROUBAIX,Nord,GIE NORD EST IMAGING - VICTOR PROVO HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"3,82",-,"67Ga,111In,123I,131I,201Tl,99mTc"
DUNKERQUE,Nord,NUCLEAR MEDICINE CENTER / NUCLERIDIS - MEDICAL ACTIVITIES,,DGD - Declining managed waste,DGD,"0,6",-,"67Ga,111In,123I,99mTc"
ROUEN,Seine-Maritime,HENRI-BECQUEREL CENTER - BIOCHEMISTRY LABORATORY - RADIO-IMMUNO-ANALYSIS,,DGD - Declining managed waste,DGD,"0,09",-,125I
LILLE,Nord,OSCAR LAMBRET CENTER - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"18,2",-,"186Re,51Cr,123I,131I,153Sm,99mTc"
NANTES,Loire-Atlantique,CONFLUENT PRIVATE HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"6,9",-,"99Mo,111In,123I,201Tl,99mTc"
SAINT-HERBLAIN,Loire-Atlantique,WEST INSTITUTE OF CANCEROLOGY - NANTES SITE,,DGD - Declining managed waste,DGD,55,-,"18F,68Ga,123I,131I,99mTc,177Lu"
ANGERS,Maine-et-Loire,WEST INSTITUTE OF CANCEROLOGY - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,6,-,"131I,177Lu"
NANTES,Loire-Atlantique,NANTES CHU - HOTEL DIEU - RADIO-IMMUNO-ANALYSIS LABORATORY,,DGD - Declining managed waste,DGD,1,-,125I
THIONVILLE,Moselle,METZ-THIONVILLE REGIONAL HOSPITAL CENTER - BEL AIR HOSPITAL - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,"0,3",-,"111In,123I,131I,201Tl,99mTc"
EPINAL,Vosges,EMILE DURKHEIM HOSPITAL CENTER - CARE SERVICES,,DGD - Declining managed waste,DGD,"0,5",-,"131I,99mTc"
NICE,Alpes-Maritimes,ANTOINE LACASSAGNE CENTER - NUCLEAR MEDICINE UNIT,,DGD - Declining managed waste,DGD,5,-,"99Mo,111In,131I,99mTc,177Lu"
NICE,Alpes-Maritimes,"COTE D&#39;AZUR UNIVERSITY - UMR E4320 TIRO/MATos, biophysics department",,DGD - Declining managed waste,DGD,"0,5",-,125I
CASTANET-TOLOSAN,Haute-Garonne,INRAE - TOULOUSE MIDI-PYRENEES RESEARCH CENTER - UMR 1258 NATIONAL CENTER FOR PLANT GENOMIC RESOURCES (CNRGV),,DGD - Declining managed waste,DGD,"0,09",-,33P
CASTANET-TOLOSAN,Haute-Garonne,INRAE - TOULOUSE MIDI-PYRENEES RESEARCH CENTER - LABORATORY FOR PLANT-MICRO-ORGANISM ENVIRONMENTAL INTERACTIONS (LIPME) UMR INRA/CNRS 441/2594,,DGD - Declining managed waste,DGD,"0,4",-,"32P,35S"
VITRY-SUR-SEINE,Val-de-Marne,SANOFI - AVENTIS R&amp;D - VITRY RESEARCH CENTER,,DGD - Declining managed waste,DGD,"0,001",-,18F
NEUILLY-SUR-SEINE,Hauts-de-Seine,HARTMANN RADIOTHERAPY CENTER - MEDICAL IMAGING - BRACHYTHERAPY,,DGD - Declining managed waste,DGD,"0,001",-,125I
SAINT-CLOUD,Hauts-de-Seine,RENE HUGUENIN HOSPITAL - CURIE INSTITUTE - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,10,-,"18F,68Ga,111In,131I,99mTc,90Y"
