City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,Sources manufactured by NRD - 241 AM used for System Sensor detectors (42600 units),S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,SAC3 - 241 Am sources manufactured by the CEA (0.001 unit),S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,SAC3 - 238 Pu sources manufactured by the CEA (200 units),S01,0,Data updated with each new edition of the National Inventory,238Pu
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,"Sources SECI11 241 Am, used for SO12 detectors (7000 units)",S01,0,Data updated with each new edition of the National Inventory,
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,"Sources EI1100 241 Am, used for EI1100 detectors (1 source holder is equipped with 2 sources of 16.7 KBq) (820 units)",S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,Detector sources SO10-UD09 (1 source holder is equipped with 2 sources of 16.7 kBq) (3750 units),S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,Sources detectors siemens series F9 (30 units),S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,Esser detector sources type EI3000 (630 units),S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,Esser type 2000 detector sources (1200 units),S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,IRM3 detector sources (540 units),S01,0,Data updated with each new edition of the National Inventory,241Am
ACQUIGNY,Eure,CHUBB SECURITE - ACQUIGNY,Détecteurs d'incendie,Source detectors Ariane (10 units),S01,0,Data updated with each new edition of the National Inventory,241Am
SAINT-QUENTIN,Aisne,MINERALS AND RAW MATERIALS COUNTER - SAINT QUENTIN,Déchets solides,Residues of sand and zircon powder mixed with other minerals (20 t),ISD,0,Data updated with each new edition of the National Inventory,"232Th, 238U"
BISCARROSSE,Landes,DGA - MISSILE TESTS,Tube au krypton 85,Electron tube (0.001 m3 - 1 tube),S01,0,Data updated with each new edition of the National Inventory,85Kr
BISCARROSSE,Landes,DGA - MISSILE TESTS,Détecteur d'explosif au Ni63,Contains a sealed Ni63 source (0.001 m3 - 0.0001 t - 1 source),S01,0,Data updated with each new edition of the National Inventory,63Ni
BISCARROSSE,Landes,DGA - MISSILE TESTS,Traceur optique contenant du Th 232 (missile sol-sol anti-char BGM 71 A Basic TOW (US)),The Th232 source is housed in the optical tracer (0.00035 m3 - 0.0001 t - 1 1),S01,0,Data updated with each new edition of the National Inventory,232Th
HAO,Polynésie française,DGA-HAO,Déchets immergés au nord de l'atoll dans une fosse océanique par 2500 mètres de fond,"&quot;Hotel&quot; site (310 tonnes of waste conditioned in concrete drums and 222 tonnes of unconditioned waste, dumped in bulk between 1967 and 1975 over 1 km2) (532 t)",DSH,0,Data updated with each new edition of the National Inventory,
CELLE-LEVESCAULT,Vienne,EUROFINS CEREP - PHARMACOLOGIE,Déchets  conditionnés,Waste without die (solid scintillating fiberglass filters) (4 drums F120),DSF-3H,"0,48",Data updated with each new edition of the National Inventory,"3H, 35S"
CELLE-LEVESCAULT,Vienne,EUROFINS CEREP - PHARMACOLOGIE,sources scellées usagées ,Scintillation counter calibration plates (top count Packard) (5 plates),S01,0,Data updated with each new edition of the National Inventory,"3H, 14C"
MAUBEUGE,Nord,FRAMATOME - MAUBEUGE SITE,DEEE,DEEE (2 futs),DSF-D3,"0,4",Data updated with each new edition of the National Inventory,"54Mn, 60Co, 125Sb, 137Cs, 134Cs, 58Co"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Miscellaneous sludge (38.28 t),DSF-BO,"57,2286",Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Zircalloy-contaminated waste (3.94 t),DSF-DI,"10,26",Data updated with each new edition of the National Inventory,"234U, 235U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Porogen and lubricant (16.56 t),DSF-CH,"69,86",Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Oils (46.54 t),DSF-LI,"47,02",Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Laboratory effluents (28.21 t),DSF-LI,"28,66136",Data updated with each new edition of the National Inventory,"234U, 235U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Solvents (6.8 t),DSF-LI,"4,34",Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Various sludges (1.35 t),DSF-BO,"2,98",Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Oils (18.05 t),DSF-LI,"15,65",Data updated with each new edition of the National Inventory,"234U, 235U, 238U, 236Pu"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Waste contaminated with zircalloy (0.08 t),DSF-DI,"0,43",Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Laboratory effluents (0.062 t),DSF-LI,"0,060016",Data updated with each new edition of the National Inventory,"234U, 235U, 238U"
PAMANDZI,Mayotte,GENDARMERIE - COMGEND MAYOTTE,Boussoles,SILVA compasses (13 SILVA compasses),S02,0,Data updated with each new edition of the National Inventory,
SAINT-CLAUDE,Guadeloupe,GENDARMERIE - CDT GUADELOUPE,Eléments constitutifs d'armes,Allies of tendu shooting / FAMAS (276 tendu shooting allies),S02,0,Data updated with each new edition of the National Inventory,3H
SAINT-CLAUDE,Guadeloupe,GENDARMERIE - CDT GUADELOUPE,Eléments constitutifs d'armes,Night firing slides / FAMAS (276 firing slides),S02,0,Data updated with each new edition of the National Inventory,"3H, 226Ra"
VELIZY-VILLACOUBLAY,Yvelines,GENDARMERIE - CFAGN,Éléments constitutifs d'armes,Tendu Shooting Allies / FAMAS (2 FAMAS Tendu Shooting Allies),S02,0,Data updated with each new edition of the National Inventory,3H
VELIZY-VILLACOUBLAY,Yvelines,GENDARMERIE - CFAGN,Éléments constitutifs d'armes,Night Firing Slides / FAMAS (2 FAMAS Night Firing Slides),S02,0,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Éléments constitutifs d'armes,Tendu Shooting Allies / FAMAS (145 FAMAS Tendu Shooting Allies),S02,0,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Éléments constitutifs d'armes,Night Firing Slides / FAMAS (145 FAMAS Night Firing Slides),S02,0,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Éléments constitutifs d'armes,FSA 49/56 handlebars (4 FSA 49/56 handlebars),S02,0,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Éléments constitutifs d'armes,AA 52 handlebars (5 AA 52 handlebars),S02,0,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Éléments constitutifs d'armes,FAMAS handlebars (164 FAMAS handlebars),S02,0,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Éléments constitutifs d'armes,Handguard grips (158 handguard grips),S02,0,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Boussoles,SILVA compasses (256 SILVA compasses),S02,0,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Boussoles,MLE 22 compasses (1 MLE 22 compass),S02,0,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,GENDARMERIE - CTGN,Matériels transmissions,Card readers (6 card reader),S02,0,Data updated with each new edition of the National Inventory,
MELUN,Seine-et-Marne,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Éléments constitutifs d'armes,Tendu Shooting Allies / FAMAS (394 FAMAS Tendu Shooting Allies),S02,0,Data updated with each new edition of the National Inventory,3H
MELUN,Seine-et-Marne,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Éléments constitutifs d'armes,Night Firing Slides / FAMAS (394 FAMAS Night Firing Slides),S02,0,Data updated with each new edition of the National Inventory,3H
MELUN,Seine-et-Marne,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Boussoles,SILVA compasses (5 SILVA compasses),S02,0,Data updated with each new edition of the National Inventory,3H
MELUN,Seine-et-Marne,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Boussoles,Boussoles MLE 22 (in degrees) (16 boussoles MLE 22 (in degrees)),S02,0,Data updated with each new edition of the National Inventory,
MELUN,Seine-et-Marne,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Boussoles,MLE 22 compasses (in mils) (42 MLE 22 compasses (in mils)),S02,0,Data updated with each new edition of the National Inventory,
FONTAINEBLEAU,Seine-et-Marne,GENDARMERIE - FONTAINEBLEAU GENDARMERIE SCHOOL,Éléments constitutifs d'armes,Allies of tendu shooting / FAMAS (185 Allies of tendu shooting FAMAS),S02,0,Data updated with each new edition of the National Inventory,3H
FONTAINEBLEAU,Seine-et-Marne,GENDARMERIE - FONTAINEBLEAU GENDARMERIE SCHOOL,Éléments constitutifs d'armes,Night Firing Slides / FAMAS (185 FAMAS Night Firing Slides),S02,0,Data updated with each new edition of the National Inventory,3H
PARIS 04,Paris,GENDARMERIE - REPUBLICAN GUARD,Éléments constitutifs d'armes,Allies of tir tendu / FAMAS (1763 allies of tendu tir FAMAS),S02,0,Data updated with each new edition of the National Inventory,3H
PARIS 04,Paris,GENDARMERIE - REPUBLICAN GUARD,Éléments constitutifs d'armes,Night Firing Slides / FAMAS (1763 FAMAS Night Firing Slides),S02,0,Data updated with each new edition of the National Inventory,3H
PARIS 04,Paris,GENDARMERIE - REPUBLICAN GUARD,Boussoles,SILVA compasses (160 SILVA compasses),S02,0,Data updated with each new edition of the National Inventory,
PARIS 04,Paris,GENDARMERIE - REPUBLICAN GUARD,Matériels transmissions,Buttons covered with phosphorescent paint (357 buttons),S02,0,Data updated with each new edition of the National Inventory,
VERSAILLES,Yvelines,GENDARMERIE - GIGN,Boussoles,Compass (3 compasses),S02,0,Data updated with each new edition of the National Inventory,
VERSAILLES,Yvelines,GENDARMERIE - GIGN,Matériels transmission,Tritium card reader (8 tritium card reader),S02,0,Data updated with each new edition of the National Inventory,
ORLY,Val-de-Marne,GENDARMERIE - GTA,Éléments constitutifs d'armes,Tendu Shooting Allies / FAMAS (24 FAMAS Tendu Shooting Allies),S02,0,Data updated with each new edition of the National Inventory,3H
ORLY,Val-de-Marne,GENDARMERIE - GTA,Éléments constitutifs d'armes,Night Firing Slides / FAMAS (24 FAMAS Night Firing Slides),S02,0,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,FSA 49/56 rear sights (53 rear sights),S02,0,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,FSA 49/56 handlebars (53 handlebars),S02,0,Data updated with each new edition of the National Inventory,226Ra
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Boussoles,MLE 22 compasses (122 compasses),S02,0,Data updated with each new edition of the National Inventory,226Ra
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,Allies of tendu shooting / FAMAS (192 tendu shooting allies),S02,0,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,FAMAS handlebar (142 handlebar),S02,0,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,Rise AA 52 (18 rise AA 52),S02,0,Data updated with each new edition of the National Inventory,
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,AA 52 handlebars (23 AA 52 handlebars),S02,0,Data updated with each new edition of the National Inventory,
AJACCIO,Corse-du-Sud,GENDARMERIE - RG CORSE,Boussoles,SILVA compasses (154 compasses),S02,0,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,Alidade de tir tendu FAMAS (3615 alidades de tir tendu),S02,0,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,FAMAS Night Firing Slide (3556 Night Firing Slides),S02,0,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,Rear sights (238 rear sights),S02,0,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,FSA 49/56 handlebars (243 handlebars),S02,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Boussoles,Tritium (54 compasses),S02,0,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Boussoles,Radium (485 compasses),S02,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,Type 1 mortar pointing device (51 mortar pointing devices),S02,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,Type 2 mortar pointing device (99 mortar pointing devices),S02,0,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,Fork body levels (48 mortar bi-leg fork body levels 81 mm),S02,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Sources DOM 410,Sources DOM 410 (31 sources DOM 410),S01,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,MORTAR goniometer 81 mm (7 mortar goniometer),S02,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,AA 52 handlebars (294 AA 52 handlebars),S02,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,AA NF 1 Pickups (24 AA NF 1 Pickups),S02,0,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,DVN for Glock (20 DVN for glock),S02,0,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,Rise AA NF 1 (1 rise AA NF 1),S02,0,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,Hausse MANHURIN (1 hausse Manhurin),S02,0,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,AA 52 tablets (588 AA 52 tablets),S02,0,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Sources DOM 410,DOM 410 (2 DOM 410),S02,0,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Transmission,Card reader (3 card reader),S02,0,Data updated with each new edition of the National Inventory,
BRON,Rhône,GENDARMERIE - RG RHONE-ALPES,Boussole,Silva compass (112 compasses),S02,0,Data updated with each new edition of the National Inventory,3H
ANNEVILLE-AMBOURVILLE,Seine-Maritime,GREAT PARISH SA. - ANNEVILLE AMBOURVILLE,Résidus de fabrication d'acide phosphorique (phosphogypses) ,"Solid and stable (16,600,000 t)",DSH,0,Data updated with each new edition of the National Inventory,"226Ra, 238U"
DOUVRIN,Pas-de-Calais,GREAT PARISH SA. - DOUVRIN,"
Résidus de fabrication d'acide phosphorique 
- Phosphogypse ","Solid and stable (2,000,000 t)",DSH,0,Data updated with each new edition of the National Inventory,"226Ra, 238U"
SAINT-ETIENNE-DU-ROUVRAY,Seine-Maritime,GREAT PARISH SA. - SAINT ETIENNE DU ROUVRAY,Résidus de production d'acide phosphorique (Phosphogypses),Solid and stable (5000000 t),DSH,0,Data updated with each new edition of the National Inventory,"226Ra, 238U"
ROGERVILLE,Seine-Maritime,HAROPA - ROGERVILLE - PORT,Résidus de fabrication d'acide phosphorique (phosphogypses),Solid and stable. (1600000 m3 - 2400000 t),DSH,0,Data updated with each new edition of the National Inventory,"226Ra, 238U"
CROZON,Finistère,NATIONAL NAVY - LONG ISLAND BASE,MCR hors PN,Americium smoke detectors (5 units),S01,0,Data updated with each new edition of the National Inventory,241Am
CROZON,Finistère,NATIONAL NAVY - LONG ISLAND BASE,MCR hors PN,Plutonium smoke detectors (4 units),S01,0,Data updated with each new edition of the National Inventory,238Pu
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Vacuum tube 5783 (0.000009 m3 - 1 Unit),S03,0,Data updated with each new edition of the National Inventory,226Ra
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Compasses (781) (0.06 m3 - 239 Unit),S02,0,Data updated with each new edition of the National Inventory,226Ra
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,"SWITCH (112TW39-3) (0,000026 m3 - 2 0)",S02,0,Data updated with each new edition of the National Inventory,3H
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Horizon repeater (14063) (0.01228 m3 - 10 units),S02,0,Data updated with each new edition of the National Inventory,226Ra
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Barometric altimeter (511958) (0.024 m3 - 28 unit),S02,0,Data updated with each new edition of the National Inventory,226Ra
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Rocker switch (505UN01B50T5) (0.0001 m3 - 26 unit),S02,0,Data updated with each new edition of the National Inventory,3H
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Equipped handle G (WG1319-0037-043) (0.003978 m3 - 26 unit),S02,0,Data updated with each new edition of the National Inventory,3H
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Equipped handle D (WG1319-0037-044) (0.003672 m3 - 24 unit),S02,0,Data updated with each new edition of the National Inventory,3H
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels Aéronautiques,Half handle (P3197) (0.000048 m3 - 8 unit),S02,0,Data updated with each new edition of the National Inventory,3H
